task,split,hf_subset,GritLM/GritLM-7B(13f00a0e36500c80ce12870ea513846a066004af),intfloat/multilingual-e5-base(d13f1b27baf31030b7fd040960d60d909913633f),intfloat/multilingual-e5-large(4dc6d853a804b9c8886ede6dda8a073b7dc08a81),intfloat/multilingual-e5-large-instruct(baa7be480a7de1539afce709c8f13f833a510e0a),intfloat/multilingual-e5-small(e4ce9877abf3edfe10b0d82785e83bdcb973e22e),sentence-transformers/LaBSE(e34fab64a3011d2176c99545a93d5cbddc9a91b7),sentence-transformers/all-MiniLM-L12-v2(a05860a77cef7b37e0048a7864658139bc18a854),sentence-transformers/all-MiniLM-L12-v2(no_revision_available),sentence-transformers/all-MiniLM-L6-v2(8b3219a92973c328a8e22fadcfa821b5dc75636a),sentence-transformers/all-mpnet-base-v2(84f2bcc00d77236f9e89c8a360a00fb1139bf47d),sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2(bf3bf13ab40c3157080a7ab344c831b9ad18b5eb),sentence-transformers/paraphrase-multilingual-mpnet-base-v2(79f2382ceacceacdf38563d7c5d16b9ff8d725d6)
BibleNLPBitextMining,train,eng_Latn-nak_Latn,,,,,,,1.3,,0.7,0.7,0.9,0.5
BibleNLPBitextMining,train,eng_Latn-nas_Latn,,,,,,,1.2,,0.8,1.5,0.1,0.1
BibleNLPBitextMining,train,eng_Latn-nbq_Latn,,,,,,,1.5,,2.3,1.9,3.1,1.7
BibleNLPBitextMining,train,eng_Latn-nca_Latn,,,,,,,0.9,,0.7,1.1,0.9,1.3
BibleNLPBitextMining,train,eng_Latn-nch_Latn,,,,,,,0.5,,1.2,0.6,0.7,1.6
BibleNLPBitextMining,train,eng_Latn-ncj_Latn,,,,,,,1.5,,0.7,0.3,1.6,2.5
BibleNLPBitextMining,train,eng_Latn-ncl_Latn,,,,,,,1.7,,0.7,0.8,2.2,1.1
BibleNLPBitextMining,train,eng_Latn-ncu_Latn,,,,,,,0.0,,0.4,0.9,0.6,0.2
BibleNLPBitextMining,train,eng_Latn-ndg_Latn,,,,,,,1.7,,1.9,1.3,1.3,1.5
BibleNLPBitextMining,train,eng_Latn-ndj_Latn,,,,,,,0.3,,0.7,0.6,0.1,0.4
BibleNLPBitextMining,train,eng_Latn-nfa_Latn,,,,,,,0.9,,0.5,0.3,2.3,2.7
BibleNLPBitextMining,train,eng_Latn-ngp_Latn,,,,,,,0.6,,0.3,0.7,0.0,0.0
BibleNLPBitextMining,train,eng_Latn-ngu_Latn,,,,,,,1.1,,1.3,0.4,1.9,3.0
BibleNLPBitextMining,train,eng_Latn-nhe_Latn,,,,,,,2.5,,0.3,0.8,1.7,1.5
BibleNLPBitextMining,train,eng_Latn-nhg_Latn,,,,,,,1.8,,1.6,1.2,2.7,2.5
BibleNLPBitextMining,train,eng_Latn-nhi_Latn,,,,,,,1.3,,1.6,0.5,2.4,2.2
BibleNLPBitextMining,train,eng_Latn-nho_Latn,,,,,,,4.9,,3.2,4.1,3.3,3.3
BibleNLPBitextMining,train,eng_Latn-nhr_Latn,,,,,,,0.9,,0.7,1.1,1.1,0.9
BibleNLPBitextMining,train,eng_Latn-nhu_Latn,,,,,,,0.7,,0.3,0.8,0.5,0.0
BibleNLPBitextMining,train,eng_Latn-nhw_Latn,,,,,,,0.9,,1.5,1.2,1.0,1.4
BibleNLPBitextMining,train,eng_Latn-nhy_Latn,,,,,,,1.7,,0.6,0.9,1.3,2.0
BibleNLPBitextMining,train,eng_Latn-nif_Latn,,,,,,,1.5,,0.9,0.5,0.6,0.5
BibleNLPBitextMining,train,eng_Latn-nii_Latn,,,,,,,0.7,,0.1,0.0,0.1,0.0
BibleNLPBitextMining,train,eng_Latn-nin_Latn,,,,,,,1.5,,0.3,0.9,0.4,0.5
BibleNLPBitextMining,train,eng_Latn-nko_Latn,,,,,,,0.8,,0.5,1.3,1.5,1.9
BibleNLPBitextMining,train,eng_Latn-nld_Latn,,,,,,,4.0,,4.2,5.5,94.0,94.5
BibleNLPBitextMining,train,eng_Latn-nlg_Latn,,,,,,,6.6,,6.7,5.4,5.0,4.4
BibleNLPBitextMining,train,eng_Latn-nna_Latn,,,,,,,12.1,,9.8,5.2,12.0,9.4
BibleNLPBitextMining,train,eng_Latn-nnq_Latn,,,,,,,0.4,,0.7,0.8,0.5,0.8
BibleNLPBitextMining,train,eng_Latn-noa_Latn,,,,,,,0.2,,0.3,1.3,1.0,0.7
BibleNLPBitextMining,train,eng_Latn-nop_Latn,,,,,,,0.8,,0.6,0.1,0.6,0.7
BibleNLPBitextMining,train,eng_Latn-not_Latn,,,,,,,0.8,,0.0,0.8,0.4,0.1
BibleNLPBitextMining,train,eng_Latn-nou_Latn,,,,,,,3.5,,3.8,5.0,2.1,2.7
BibleNLPBitextMining,train,eng_Latn-npi_Deva,,,,,,,0.0,,0.6,0.1,10.3,58.4
BibleNLPBitextMining,train,eng_Latn-npl_Latn,,,,,,,1.3,,0.9,0.6,0.9,1.6
BibleNLPBitextMining,train,eng_Latn-nsn_Latn,,,,,,,2.3,,0.3,0.6,2.4,0.9
BibleNLPBitextMining,train,eng_Latn-nss_Latn,,,,,,,1.4,,1.4,1.9,1.4,0.5
BibleNLPBitextMining,train,eng_Latn-ntj_Latn,,,,,,,0.4,,0.1,0.2,0.4,0.1
BibleNLPBitextMining,train,eng_Latn-ntp_Latn,,,,,,,1.0,,0.6,1.2,1.0,1.1
BibleNLPBitextMining,train,eng_Latn-ntu_Latn,,,,,,,0.8,,0.5,1.2,0.2,1.2
BibleNLPBitextMining,train,eng_Latn-nuy_Latn,,,,,,,1.2,,1.7,0.6,0.5,0.6
BibleNLPBitextMining,train,eng_Latn-nvm_Latn,,,,,,,0.3,,0.7,0.5,0.9,1.1
BibleNLPBitextMining,train,eng_Latn-nwi_Latn,,,,,,,1.3,,0.9,1.2,1.1,0.8
BibleNLPBitextMining,train,eng_Latn-nya_Latn,,,,,,,1.0,,1.4,1.4,1.1,2.0
BibleNLPBitextMining,train,eng_Latn-nys_Latn,,,,,,,9.2,,5.7,8.3,3.8,5.4
BibleNLPBitextMining,train,eng_Latn-nyu_Latn,,,,,,,0.9,,1.4,1.2,0.4,0.4
BibleNLPBitextMining,train,eng_Latn-obo_Latn,,,,,,,1.1,,0.8,1.7,1.0,1.2
BibleNLPBitextMining,train,eng_Latn-okv_Latn,,,,,,,7.7,,8.1,3.3,3.5,2.3
BibleNLPBitextMining,train,eng_Latn-omw_Latn,,,,,,,0.2,,0.1,0.6,0.0,0.0
BibleNLPBitextMining,train,eng_Latn-ong_Latn,,,,,,,1.1,,2.3,0.5,1.0,1.6
BibleNLPBitextMining,train,eng_Latn-ons_Latn,,,,,,,1.8,,1.1,0.9,2.6,2.0
BibleNLPBitextMining,train,eng_Latn-ood_Latn,,,,,,,3.0,,2.1,1.9,1.1,1.1
BibleNLPBitextMining,train,eng_Latn-opm_Latn,,,,,,,1.0,,0.6,1.1,0.3,0.9
BibleNLPBitextMining,train,eng_Latn-ory_Orya,,,,,,,0.3,,0.5,0.3,1.9,41.1
BibleNLPBitextMining,train,eng_Latn-ote_Latn,,,,,,,0.6,,1.2,0.2,1.2,2.8
BibleNLPBitextMining,train,eng_Latn-otm_Latn,,,,,,,1.3,,1.3,0.9,1.2,1.7
BibleNLPBitextMining,train,eng_Latn-otn_Latn,,,,,,,1.5,,1.3,0.3,1.3,2.8
BibleNLPBitextMining,train,eng_Latn-otq_Latn,,,,,,,1.0,,0.8,0.4,0.9,1.9
BibleNLPBitextMining,train,eng_Latn-ots_Latn,,,,,,,0.8,,1.7,1.3,2.5,2.3
BibleNLPBitextMining,train,eng_Latn-pab_Latn,,,,,,,0.9,,1.0,0.7,0.4,0.4
BibleNLPBitextMining,train,eng_Latn-pad_Latn,,,,,,,0.7,,0.8,0.9,0.6,0.5
BibleNLPBitextMining,train,eng_Latn-pah_Latn,,,,,,,0.2,,1.2,0.6,1.7,3.0
BibleNLPBitextMining,train,eng_Latn-pan_Guru,,,,,,,0.2,,0.1,0.0,1.9,75.5
BibleNLPBitextMining,train,eng_Latn-pao_Latn,,,,,,,3.0,,1.9,1.5,1.4,1.5
BibleNLPBitextMining,train,eng_Latn-pes_Arab,,,,,,,0.3,,0.1,0.2,88.5,91.1
BibleNLPBitextMining,train,eng_Latn-pib_Latn,,,,,,,0.8,,0.5,0.6,0.6,0.0
BibleNLPBitextMining,train,eng_Latn-pio_Latn,,,,,,,1.0,,1.6,0.9,2.4,1.0
BibleNLPBitextMining,train,eng_Latn-pir_Latn,,,,,,,0.8,,0.5,0.8,0.4,1.0
BibleNLPBitextMining,train,eng_Latn-piu_Latn,,,,,,,0.3,,0.0,0.3,0.0,0.0
BibleNLPBitextMining,train,eng_Latn-pjt_Latn,,,,,,,1.6,,0.6,1.3,0.6,0.7
BibleNLPBitextMining,train,eng_Latn-pls_Latn,,,,,,,2.7,,1.4,0.7,3.5,6.7
BibleNLPBitextMining,train,eng_Latn-plu_Latn,,,,,,,0.9,,0.5,0.3,0.4,0.8
BibleNLPBitextMining,train,eng_Latn-pma_Latn,,,,,,,0.4,,0.3,2.0,0.9,1.1
BibleNLPBitextMining,train,eng_Latn-poe_Latn,,,,,,,1.1,,1.1,0.3,1.1,1.8
BibleNLPBitextMining,train,eng_Latn-poh_Latn,,,,,,,0.9,,0.0,0.0,0.0,0.2
BibleNLPBitextMining,train,eng_Latn-poi_Latn,,,,,,,2.2,,3.0,1.0,2.0,3.8
BibleNLPBitextMining,train,eng_Latn-pol_Latn,,,,,,,1.9,,1.2,0.3,94.3,95.3
BibleNLPBitextMining,train,eng_Latn-pon_Latn,,,,,,,1.3,,1.2,1.7,1.2,0.5
BibleNLPBitextMining,train,eng_Latn-por_Latn,,,,,,,8.1,,7.3,9.0,94.9,95.4
BibleNLPBitextMining,train,eng_Latn-poy_Latn,,,,,,,0.7,,0.2,0.6,0.2,0.4
BibleNLPBitextMining,train,eng_Latn-ppo_Latn,,,,,,,0.9,,1.8,0.7,1.4,0.9
BibleNLPBitextMining,train,eng_Latn-prf_Latn,,,,,,,1.6,,1.8,1.8,3.3,2.4
BibleNLPBitextMining,train,eng_Latn-pri_Latn,,,,,,,2.0,,1.2,1.8,0.8,0.8
BibleNLPBitextMining,train,eng_Latn-ptp_Latn,,,,,,,1.8,,0.6,1.0,0.5,1.1
BibleNLPBitextMining,train,eng_Latn-ptu_Latn,,,,,,,1.1,,1.4,1.4,2.5,2.8
BibleNLPBitextMining,train,eng_Latn-pwg_Latn,,,,,,,0.9,,0.7,0.8,1.0,1.2
BibleNLPBitextMining,train,eng_Latn-qub_Latn,,,,,,,1.0,,0.6,0.5,1.8,0.5
BibleNLPBitextMining,train,eng_Latn-quc_Latn,,,,,,,0.4,,0.6,0.2,1.2,1.8
BibleNLPBitextMining,train,eng_Latn-quf_Latn,,,,,,,1.2,,1.0,0.5,0.2,0.4
BibleNLPBitextMining,train,eng_Latn-quh_Latn,,,,,,,2.1,,1.7,1.2,1.2,2.3
BibleNLPBitextMining,train,eng_Latn-qul_Latn,,,,,,,1.8,,2.3,2.4,1.5,2.3
BibleNLPBitextMining,train,eng_Latn-qup_Latn,,,,,,,0.3,,0.5,0.7,0.5,0.5
BibleNLPBitextMining,train,eng_Latn-qvc_Latn,,,,,,,0.1,,0.0,0.9,0.2,0.8
BibleNLPBitextMining,train,eng_Latn-qve_Latn,,,,,,,2.1,,2.4,1.7,2.1,2.2
BibleNLPBitextMining,train,eng_Latn-qvh_Latn,,,,,,,1.0,,0.5,0.5,0.9,1.5
BibleNLPBitextMining,train,eng_Latn-qvm_Latn,,,,,,,1.7,,1.4,0.3,1.1,0.9
BibleNLPBitextMining,train,eng_Latn-qvn_Latn,,,,,,,1.4,,1.2,0.5,1.6,1.7
BibleNLPBitextMining,train,eng_Latn-qvs_Latn,,,,,,,0.7,,0.5,0.6,0.1,0.6
BibleNLPBitextMining,train,eng_Latn-qvw_Latn,,,,,,,1.2,,1.3,1.2,1.1,1.2
BibleNLPBitextMining,train,eng_Latn-qvz_Latn,,,,,,,1.2,,1.9,0.7,0.8,1.4
BibleNLPBitextMining,train,eng_Latn-qwh_Latn,,,,,,,0.6,,1.4,0.9,1.6,2.8
BibleNLPBitextMining,train,eng_Latn-qxh_Latn,,,,,,,0.7,,0.7,0.5,0.6,0.4
BibleNLPBitextMining,train,eng_Latn-qxn_Latn,,,,,,,0.8,,0.8,0.7,1.1,1.4
BibleNLPBitextMining,train,eng_Latn-qxo_Latn,,,,,,,1.1,,0.4,0.3,0.5,0.5
BibleNLPBitextMining,train,eng_Latn-rai_Latn,,,,,,,1.3,,0.5,1.8,0.7,0.4
BibleNLPBitextMining,train,eng_Latn-reg_Latn,,,,,,,0.8,,0.8,1.5,1.3,2.2
BibleNLPBitextMining,train,eng_Latn-rgu_Latn,,,,,,,0.1,,0.6,0.5,1.6,3.0
BibleNLPBitextMining,train,eng_Latn-rkb_Latn,,,,,,,0.7,,0.0,0.0,0.4,0.5
BibleNLPBitextMining,train,eng_Latn-rmc_Latn,,,,,,,1.1,,2.3,0.7,7.6,7.5
BibleNLPBitextMining,train,eng_Latn-rmy_Latn,,,,,,,0.8,,2.6,1.3,12.1,12.3
BibleNLPBitextMining,train,eng_Latn-ron_Latn,,,,,,,3.7,,3.7,2.4,97.9,98.4
BibleNLPBitextMining,train,eng_Latn-roo_Latn,,,,,,,0.8,,0.2,0.0,0.2,1.1
BibleNLPBitextMining,train,eng_Latn-rop_Latn,,,,,,,2.7,,2.4,1.2,0.6,0.8
BibleNLPBitextMining,train,eng_Latn-row_Latn,,,,,,,0.7,,0.8,0.6,1.7,2.0
BibleNLPBitextMining,train,eng_Latn-rro_Latn,,,,,,,0.9,,0.8,1.2,0.9,0.8
BibleNLPBitextMining,train,eng_Latn-ruf_Latn,,,,,,,0.5,,0.3,0.0,0.8,1.3
BibleNLPBitextMining,train,eng_Latn-rug_Latn,,,,,,,2.0,,1.5,0.4,0.6,1.2
BibleNLPBitextMining,train,eng_Latn-rus_Cyrl,,,,,,,1.0,,0.3,0.7,96.4,96.4
BibleNLPBitextMining,train,eng_Latn-rwo_Latn,,,,,,,1.0,,0.8,0.3,0.3,0.2
BibleNLPBitextMining,train,eng_Latn-sab_Latn,,,,,,,1.1,,1.6,0.9,0.7,1.1
BibleNLPBitextMining,train,eng_Latn-san_Latn,,,,,,,0.6,,0.4,0.7,0.1,0.7
BibleNLPBitextMining,train,eng_Latn-sbe_Latn,,,,,,,0.7,,0.3,1.0,0.4,0.2
BibleNLPBitextMining,train,eng_Latn-sbk_Latn,,,,,,,1.1,,0.8,1.0,0.9,1.1
BibleNLPBitextMining,train,eng_Latn-sbs_Latn,,,,,,,1.2,,0.7,1.0,1.3,1.7
BibleNLPBitextMining,train,eng_Latn-seh_Latn,,,,,,,1.0,,0.9,1.1,0.7,1.1
BibleNLPBitextMining,train,eng_Latn-sey_Latn,,,,,,,1.4,,1.1,1.8,1.3,2.3
BibleNLPBitextMining,train,eng_Latn-sgb_Latn,,,,,,,1.4,,0.5,1.4,1.9,2.5
BibleNLPBitextMining,train,eng_Latn-sgz_Latn,,,,,,,0.8,,0.3,1.1,0.8,0.6
BibleNLPBitextMining,train,eng_Latn-shj_Latn,,,,,,,1.4,,2.0,0.8,1.6,0.0
BibleNLPBitextMining,train,eng_Latn-shp_Latn,,,,,,,0.7,,1.3,1.0,0.7,0.4
BibleNLPBitextMining,train,eng_Latn-sim_Latn,,,,,,,1.3,,0.4,0.8,0.9,0.4
BibleNLPBitextMining,train,eng_Latn-sja_Latn,,,,,,,1.3,,0.8,0.6,1.9,1.0
BibleNLPBitextMining,train,eng_Latn-sll_Latn,,,,,,,1.6,,0.5,0.4,1.9,1.5
BibleNLPBitextMining,train,eng_Latn-smk_Latn,,,,,,,1.7,,0.7,0.3,0.9,1.0
BibleNLPBitextMining,train,eng_Latn-snc_Latn,,,,,,,2.6,,1.1,1.4,1.3,1.0
BibleNLPBitextMining,train,eng_Latn-snn_Latn,,,,,,,1.2,,1.0,0.6,2.0,2.3
BibleNLPBitextMining,train,eng_Latn-snp_Latn,,,,,,,0.7,,1.1,0.2,0.5,0.9
BibleNLPBitextMining,train,eng_Latn-snx_Latn,,,,,,,4.0,,3.3,2.8,6.2,6.4
BibleNLPBitextMining,train,eng_Latn-sny_Latn,,,,,,,0.9,,0.9,0.7,0.7,0.8
BibleNLPBitextMining,train,eng_Latn-som_Latn,,,,,,,0.6,,0.7,1.5,0.6,3.4
BibleNLPBitextMining,train,eng_Latn-soq_Latn,,,,,,,1.2,,0.7,1.3,0.9,0.5
BibleNLPBitextMining,train,eng_Latn-soy_Latn,,,,,,,0.4,,0.0,0.8,0.1,0.4
BibleNLPBitextMining,train,eng_Latn-spa_Latn,,,,,,,10.4,,9.1,9.7,97.4,98.4
BibleNLPBitextMining,train,eng_Latn-spl_Latn,,,,,,,0.0,,0.8,0.1,0.7,0.1
BibleNLPBitextMining,train,eng_Latn-spm_Latn,,,,,,,2.7,,1.3,0.9,1.5,3.1
BibleNLPBitextMining,train,eng_Latn-spp_Latn,,,,,,,0.9,,0.1,0.5,0.1,0.5
BibleNLPBitextMining,train,eng_Latn-sps_Latn,,,,,,,1.4,,0.5,0.4,0.7,0.7
BibleNLPBitextMining,train,eng_Latn-spy_Latn,,,,,,,0.4,,0.6,1.0,0.0,0.0
BibleNLPBitextMining,train,eng_Latn-sri_Latn,,,,,,,2.1,,1.2,0.6,0.4,1.6
BibleNLPBitextMining,train,eng_Latn-srm_Latn,,,,,,,1.5,,1.4,0.9,0.9,1.0
BibleNLPBitextMining,train,eng_Latn-srn_Latn,,,,,,,2.3,,2.3,1.2,2.5,3.9
BibleNLPBitextMining,train,eng_Latn-srp_Latn,,,,,,,1.0,,0.6,0.5,86.4,91.0
BibleNLPBitextMining,train,eng_Latn-srq_Latn,,,,,,,1.5,,0.6,1.4,2.4,3.4
BibleNLPBitextMining,train,eng_Latn-ssd_Latn,,,,,,,1.7,,0.4,0.5,0.8,2.4
BibleNLPBitextMining,train,eng_Latn-ssg_Latn,,,,,,,0.9,,1.5,0.8,0.9,0.9
BibleNLPBitextMining,train,eng_Latn-ssx_Latn,,,,,,,1.2,,0.2,0.7,0.0,0.6
BibleNLPBitextMining,train,eng_Latn-stp_Latn,,,,,,,0.6,,0.0,0.1,0.7,0.6
BibleNLPBitextMining,train,eng_Latn-sua_Latn,,,,,,,0.6,,0.4,1.5,2.0,1.0
BibleNLPBitextMining,train,eng_Latn-sue_Latn,,,,,,,1.2,,0.1,0.2,1.3,1.0
BibleNLPBitextMining,train,eng_Latn-sus_Arab,,,,,,,0.2,,0.0,0.0,0.2,0.9
BibleNLPBitextMining,train,eng_Latn-suz_Latn,,,,,,,0.2,,0.2,0.1,2.3,1.5
BibleNLPBitextMining,train,eng_Latn-swe_Latn,,,,,,,3.2,,4.1,2.2,78.5,79.1
BibleNLPBitextMining,train,eng_Latn-swh_Latn,,,,,,,1.2,,0.8,1.0,3.1,2.8
BibleNLPBitextMining,train,eng_Latn-swp_Latn,,,,,,,1.4,,1.1,1.1,1.8,1.0
BibleNLPBitextMining,train,eng_Latn-sxb_Latn,,,,,,,1.6,,0.9,1.4,0.8,0.8
BibleNLPBitextMining,train,eng_Latn-tac_Latn,,,,,,,0.2,,0.1,0.7,0.4,1.0
BibleNLPBitextMining,train,eng_Latn-taj_Deva,,,,,,,0.3,,0.2,0.5,1.6,2.9
BibleNLPBitextMining,train,eng_Latn-tam_Taml,,,,,,,0.2,,0.3,0.2,2.0,56.9
BibleNLPBitextMining,train,eng_Latn-tav_Latn,,,,,,,1.0,,0.6,0.6,1.1,0.9
BibleNLPBitextMining,train,eng_Latn-taw_Latn,,,,,,,1.2,,0.2,0.6,1.0,0.9
BibleNLPBitextMining,train,eng_Latn-tbc_Latn,,,,,,,0.3,,0.6,0.4,1.2,1.9
BibleNLPBitextMining,train,eng_Latn-tbf_Latn,,,,,,,1.0,,1.1,2.3,2.2,2.1
BibleNLPBitextMining,train,eng_Latn-tbg_Latn,,,,,,,1.1,,0.3,1.5,0.7,0.8
BibleNLPBitextMining,train,eng_Latn-tbo_Latn,,,,,,,0.9,,1.1,1.4,1.2,0.7
BibleNLPBitextMining,train,eng_Latn-tbz_Latn,,,,,,,1.0,,0.5,0.5,0.7,1.1
BibleNLPBitextMining,train,eng_Latn-tca_Latn,,,,,,,0.8,,0.2,0.7,0.6,0.8
BibleNLPBitextMining,train,eng_Latn-tcs_Latn,,,,,,,3.9,,2.3,2.6,3.8,2.7
BibleNLPBitextMining,train,eng_Latn-tcz_Latn,,,,,,,3.0,,2.1,2.1,1.6,2.3
BibleNLPBitextMining,train,eng_Latn-tdt_Latn,,,,,,,2.9,,1.6,1.4,1.4,2.1
BibleNLPBitextMining,train,eng_Latn-tee_Latn,,,,,,,0.7,,0.9,0.1,0.4,2.5
BibleNLPBitextMining,train,eng_Latn-tel_Telu,,,,,,,1.2,,0.4,0.6,3.7,56.0
BibleNLPBitextMining,train,eng_Latn-ter_Latn,,,,,,,0.9,,0.1,0.0,0.6,0.0
BibleNLPBitextMining,train,eng_Latn-tet_Latn,,,,,,,1.3,,0.6,0.7,1.4,1.4
BibleNLPBitextMining,train,eng_Latn-tew_Latn,,,,,,,6.0,,5.5,5.5,3.0,3.3
BibleNLPBitextMining,train,eng_Latn-tfr_Latn,,,,,,,1.5,,0.6,1.0,1.0,1.4
BibleNLPBitextMining,train,eng_Latn-tgk_Cyrl,,,,,,,0.0,,0.3,0.0,0.5,1.5
BibleNLPBitextMining,train,eng_Latn-tgl_Latn,,,,,,,1.2,,1.3,0.7,3.0,6.7
BibleNLPBitextMining,train,eng_Latn-tgo_Latn,,,,,,,1.9,,0.2,0.9,0.2,0.1
BibleNLPBitextMining,train,eng_Latn-tgp_Latn,,,,,,,5.5,,5.1,5.7,5.3,3.9
BibleNLPBitextMining,train,eng_Latn-tha_Thai,,,,,,,0.1,,0.1,0.0,88.6,89.6
BibleNLPBitextMining,train,eng_Latn-tif_Latn,,,,,,,0.8,,0.6,0.1,0.8,0.7
BibleNLPBitextMining,train,eng_Latn-tim_Latn,,,,,,,1.3,,0.6,1.9,0.4,0.7
BibleNLPBitextMining,train,eng_Latn-tiw_Latn,,,,,,,4.3,,3.1,5.0,3.6,1.8
BibleNLPBitextMining,train,eng_Latn-tiy_Latn,,,,,,,0.7,,0.7,0.8,0.6,0.4
BibleNLPBitextMining,train,eng_Latn-tke_Latn,,,,,,,0.0,,2.7,5.1,1.3,0.5
BibleNLPBitextMining,train,eng_Latn-tku_Latn,,,,,,,1.7,,0.5,0.3,1.3,1.2
BibleNLPBitextMining,train,eng_Latn-tlf_Latn,,,,,,,1.2,,0.4,0.5,1.0,0.4
BibleNLPBitextMining,train,eng_Latn-tmd_Latn,,,,,,,1.1,,0.9,1.2,0.5,0.8
BibleNLPBitextMining,train,eng_Latn-tna_Latn,,,,,,,1.6,,1.4,1.0,3.5,2.9
BibleNLPBitextMining,train,eng_Latn-tnc_Latn,,,,,,,2.0,,0.5,0.8,0.7,0.7
BibleNLPBitextMining,train,eng_Latn-tnk_Latn,,,,,,,0.6,,1.2,0.7,1.1,1.5
BibleNLPBitextMining,train,eng_Latn-tnn_Latn,,,,,,,0.6,,0.7,0.4,0.5,0.3
BibleNLPBitextMining,train,eng_Latn-tnp_Latn,,,,,,,0.7,,1.0,0.5,0.8,1.4
BibleNLPBitextMining,train,eng_Latn-toc_Latn,,,,,,,1.0,,0.6,0.5,1.7,1.3
BibleNLPBitextMining,train,eng_Latn-tod_Latn,,,,,,,1.5,,1.6,2.1,2.2,2.9
BibleNLPBitextMining,train,eng_Latn-tof_Latn,,,,,,,1.6,,1.0,0.9,0.4,1.3
BibleNLPBitextMining,train,eng_Latn-toj_Latn,,,,,,,1.0,,0.7,1.5,0.9,2.0
BibleNLPBitextMining,train,eng_Latn-ton_Latn,,,,,,,0.6,,0.1,0.8,0.9,0.8
BibleNLPBitextMining,train,eng_Latn-too_Latn,,,,,,,1.7,,1.0,0.5,1.9,1.5
BibleNLPBitextMining,train,eng_Latn-top_Latn,,,,,,,0.8,,1.8,0.2,2.0,3.0
BibleNLPBitextMining,train,eng_Latn-tos_Latn,,,,,,,0.4,,0.5,0.4,0.8,1.5
BibleNLPBitextMining,train,eng_Latn-tpa_Latn,,,,,,,5.0,,5.6,2.8,5.8,5.1
BibleNLPBitextMining,train,eng_Latn-tpi_Latn,,,,,,,3.0,,2.7,2.4,4.3,1.7
BibleNLPBitextMining,train,eng_Latn-tpt_Latn,,,,,,,2.0,,0.9,0.4,1.6,2.9
BibleNLPBitextMining,train,eng_Latn-tpz_Latn,,,,,,,0.9,,1.1,0.1,0.5,1.9
BibleNLPBitextMining,train,eng_Latn-trc_Latn,,,,,,,1.5,,1.9,1.2,1.8,2.9
BibleNLPBitextMining,train,eng_Latn-tsw_Latn,,,,,,,1.2,,1.3,0.7,1.3,0.5
BibleNLPBitextMining,train,eng_Latn-ttc_Latn,,,,,,,1.5,,0.9,0.7,0.9,0.7
BibleNLPBitextMining,train,eng_Latn-tte_Latn,,,,,,,1.1,,0.3,1.1,0.1,0.3
BibleNLPBitextMining,train,eng_Latn-tuc_Latn,,,,,,,0.8,,1.5,0.8,0.5,1.6
BibleNLPBitextMining,train,eng_Latn-tue_Latn,,,,,,,1.9,,0.9,1.0,0.4,2.1
BibleNLPBitextMining,train,eng_Latn-tuf_Latn,,,,,,,0.8,,1.1,0.7,0.6,0.4
BibleNLPBitextMining,train,eng_Latn-tuo_Latn,,,,,,,0.5,,0.8,1.5,0.2,2.6
BibleNLPBitextMining,train,eng_Latn-tur_Latn,,,,,,,0.1,,0.6,0.0,75.4,79.5
BibleNLPBitextMining,train,eng_Latn-tvk_Latn,,,,,,,1.1,,1.1,1.0,1.4,1.1
BibleNLPBitextMining,train,eng_Latn-twi_Latn,,,,,,,2.2,,0.6,0.7,1.0,1.7
BibleNLPBitextMining,train,eng_Latn-txq_Latn,,,,,,,0.3,,0.4,0.5,2.1,1.5
BibleNLPBitextMining,train,eng_Latn-txu_Latn,,,,,,,0.8,,0.8,0.6,0.7,0.3
BibleNLPBitextMining,train,eng_Latn-tzj_Latn,,,,,,,1.0,,0.5,0.7,1.4,2.3
BibleNLPBitextMining,train,eng_Latn-tzo_Latn,,,,,,,1.1,,0.9,0.4,0.3,2.3
BibleNLPBitextMining,train,eng_Latn-ubr_Latn,,,,,,,5.1,,5.3,4.0,1.9,2.5
BibleNLPBitextMining,train,eng_Latn-ubu_Latn,,,,,,,0.2,,0.0,0.1,0.2,0.0
BibleNLPBitextMining,train,eng_Latn-udu_Latn,,,,,,,0.9,,0.4,0.0,0.0,0.3
BibleNLPBitextMining,train,eng_Latn-uig_Latn,,,,,,,1.1,,0.6,0.3,3.9,4.5
BibleNLPBitextMining,train,eng_Latn-ukr_Cyrl,,,,,,,0.7,,0.0,1.0,89.8,94.3
BibleNLPBitextMining,train,eng_Latn-uli_Latn,,,,,,,5.0,,4.1,3.5,5.4,2.8
BibleNLPBitextMining,train,eng_Latn-ulk_Latn,,,,,,,2.2,,1.3,0.9,2.7,2.4
BibleNLPBitextMining,train,eng_Latn-upv_Latn,,,,,,,1.5,,0.8,0.2,2.2,1.9
BibleNLPBitextMining,train,eng_Latn-ura_Latn,,,,,,,0.8,,1.1,1.4,0.1,1.0
BibleNLPBitextMining,train,eng_Latn-urb_Latn,,,,,,,0.6,,0.4,0.9,0.4,0.9
BibleNLPBitextMining,train,eng_Latn-urd_Arab,,,,,,,1.9,,1.1,0.1,1.0,1.3
BibleNLPBitextMining,train,eng_Latn-uri_Latn,,,,,,,1.5,,1.4,1.3,0.2,0.7
